id,password,dob,phoneNo,Union_id
91103721,91103721,10-Mar-95,1742444859,3721
91103722,91103722,11-Mar-95,1742444860,3722
91103723,91103723,12-Mar-95,1742444861,3723
91103724,91103724,13-Mar-95,1742444862,3724
91103725,91103725,14-Mar-95,1742444863,3725
91103726,91103726,15-Mar-95,1742444864,3726
91103727,91103727,16-Mar-95,1742444865,3727
91103728,91103728,17-Mar-95,1742444866,3728
91103729,91103729,18-Mar-95,1742444867,3729
91103730,91103730,19-Mar-95,1742444868,3730
91103731,91103731,20-Mar-95,1742444869,3731
91103732,91103732,21-Mar-95,1742444870,3732
91103733,91103733,22-Mar-95,1742444871,3733
91103734,91103734,23-Mar-95,1742444872,3734
91103735,91103735,24-Mar-95,1742444873,3735
91103736,91103736,25-Mar-95,1742444874,3736
91103737,91103737,26-Mar-95,1742444875,3737
91103738,91103738,27-Mar-95,1742444876,3738
91103739,91103739,28-Mar-95,1742444877,3739
91103740,91103740,29-Mar-95,1742444878,3740
91103741,91103741,30-Mar-95,1742444879,3741
91103742,91103742,31-Mar-95,1742444880,3742
91103743,91103743,1-Apr-95,1742444881,3743
91103744,91103744,2-Apr-95,1742444882,3744
91103745,91103745,3-Apr-95,1742444883,3745
91103746,91103746,4-Apr-95,1742444884,3746
91103747,91103747,5-Apr-95,1742444885,3747
91103748,91103748,6-Apr-95,1742444886,3748
91103749,91103749,7-Apr-95,1742444887,3749
91103750,91103750,8-Apr-95,1742444888,3750
91103751,91103751,9-Apr-95,1742444889,3751
91103752,91103752,10-Apr-95,1742444890,3752
91103753,91103753,11-Apr-95,1742444891,3753
91103754,91103754,12-Apr-95,1742444892,3754
91103755,91103755,13-Apr-95,1742444893,3755
91103756,91103756,14-Apr-95,1742444894,3756
91103757,91103757,15-Apr-95,1742444895,3757
91103758,91103758,16-Apr-95,1742444896,3758
91103759,91103759,17-Apr-95,1742444897,3759
91103760,91103760,18-Apr-95,1742444898,3760
91103761,91103761,19-Apr-95,1742444899,3761
91103762,91103762,20-Apr-95,1742444900,3762
91103763,91103763,21-Apr-95,1742444901,3763
91103764,91103764,22-Apr-95,1742444902,3764
91103765,91103765,23-Apr-95,1742444903,3765
91103766,91103766,24-Apr-95,1742444904,3766
91103767,91103767,25-Apr-95,1742444905,3767
91103768,91103768,26-Apr-95,1742444906,3768
91103769,91103769,27-Apr-95,1742444907,3769
91103770,91103770,28-Apr-95,1742444908,3770
91103771,91103771,29-Apr-95,1742444909,3771
91103772,91103772,30-Apr-95,1742444910,3772
91103773,91103773,1-May-95,1742444911,3773
91103774,91103774,2-May-95,1742444912,3774
91103775,91103775,3-May-95,1742444913,3775
91103776,91103776,4-May-95,1742444914,3776
91103777,91103777,5-May-95,1742444915,3777
91103778,91103778,6-May-95,1742444916,3778
91103779,91103779,7-May-95,1742444917,3779
91103780,91103780,8-May-95,1742444918,3780
91103781,91103781,9-May-95,1742444919,3781
91103782,91103782,10-May-95,1742444920,3782
91103783,91103783,11-May-95,1742444921,3783
91103784,91103784,12-May-95,1742444922,3784
91103785,91103785,13-May-95,1742444923,3785
91103786,91103786,14-May-95,1742444924,3786
91103787,91103787,15-May-95,1742444925,3787
91103788,91103788,16-May-95,1742444926,3788
91103789,91103789,17-May-95,1742444927,3789
91103790,91103790,18-May-95,1742444928,3790
91103791,91103791,19-May-95,1742444929,3791
91103792,91103792,20-May-95,1742444930,3792
91103793,91103793,21-May-95,1742444931,3793
91103794,91103794,22-May-95,1742444932,3794
91103795,91103795,23-May-95,1742444933,3795
91103796,91103796,24-May-95,1742444934,3796
91103797,91103797,25-May-95,1742444935,3797
91103798,91103798,26-May-95,1742444936,3798
91103799,91103799,27-May-95,1742444937,3799
91103800,91103800,28-May-95,1742444938,3800
91103801,91103801,29-May-95,1742444939,3801
91103802,91103802,30-May-95,1742444940,3802
91103803,91103803,31-May-95,1742444941,3803
91103804,91103804,1-Jun-95,1742444942,3804
91103805,91103805,2-Jun-95,1742444943,3805
91103806,91103806,3-Jun-95,1742444944,3806
91103807,91103807,4-Jun-95,1742444945,3807
91103808,91103808,5-Jun-95,1742444946,3808
91103809,91103809,6-Jun-95,1742444947,3809
91103810,91103810,7-Jun-95,1742444948,3810
91103811,91103811,8-Jun-95,1742444949,3811
91103812,91103812,9-Jun-95,1742444950,3812
91103813,91103813,10-Jun-95,1742444951,3813
91103814,91103814,11-Jun-95,1742444952,3814
91103815,91103815,12-Jun-95,1742444953,3815
91103816,91103816,13-Jun-95,1742444954,3816
91103817,91103817,14-Jun-95,1742444955,3817
91103818,91103818,15-Jun-95,1742444956,3818
91103819,91103819,16-Jun-95,1742444957,3819
91103820,91103820,17-Jun-95,1742444958,3820
91103821,91103821,18-Jun-95,1742444959,3821
91103822,91103822,19-Jun-95,1742444960,3822
91103823,91103823,20-Jun-95,1742444961,3823
91103824,91103824,21-Jun-95,1742444962,3824
91103825,91103825,22-Jun-95,1742444963,3825
91103826,91103826,23-Jun-95,1742444964,3826
91103827,91103827,24-Jun-95,1742444965,3827
91103828,91103828,25-Jun-95,1742444966,3828
91103829,91103829,26-Jun-95,1742444967,3829
91103830,91103830,27-Jun-95,1742444968,3830
91103831,91103831,28-Jun-95,1742444969,3831
91103832,91103832,29-Jun-95,1742444970,3832
91103833,91103833,30-Jun-95,1742444971,3833
91103834,91103834,1-Jul-95,1742444972,3834
91103835,91103835,2-Jul-95,1742444973,3835
91103836,91103836,3-Jul-95,1742444974,3836
91103837,91103837,4-Jul-95,1742444975,3837
91103838,91103838,5-Jul-95,1742444976,3838
91103839,91103839,6-Jul-95,1742444977,3839
91103840,91103840,7-Jul-95,1742444978,3840
91103841,91103841,8-Jul-95,1742444979,3841
91103842,91103842,9-Jul-95,1742444980,3842
91103843,91103843,10-Jul-95,1742444981,3843
91103844,91103844,11-Jul-95,1742444982,3844
91103845,91103845,12-Jul-95,1742444983,3845
91103846,91103846,13-Jul-95,1742444984,3846
91103847,91103847,14-Jul-95,1742444985,3847
91103848,91103848,15-Jul-95,1742444986,3848
91103849,91103849,16-Jul-95,1742444987,3849
91103850,91103850,17-Jul-95,1742444988,3850
91103851,91103851,18-Jul-95,1742444989,3851
91103852,91103852,19-Jul-95,1742444990,3852
91103853,91103853,20-Jul-95,1742444991,3853
91103854,91103854,21-Jul-95,1742444992,3854
91103855,91103855,22-Jul-95,1742444993,3855
91103856,91103856,23-Jul-95,1742444994,3856
91103857,91103857,24-Jul-95,1742444995,3857
91103858,91103858,25-Jul-95,1742444996,3858
91103859,91103859,26-Jul-95,1742444997,3859
91103860,91103860,27-Jul-95,1742444998,3860
91103861,91103861,28-Jul-95,1742444999,3861
91103862,91103862,29-Jul-95,1742445000,3862
91103863,91103863,30-Jul-95,1742445001,3863
91103864,91103864,31-Jul-95,1742445002,3864
91103865,91103865,1-Aug-95,1742445003,3865
91103866,91103866,2-Aug-95,1742445004,3866
91103867,91103867,3-Aug-95,1742445005,3867
91103868,91103868,4-Aug-95,1742445006,3868
91103869,91103869,5-Aug-95,1742445007,3869
91103870,91103870,6-Aug-95,1742445008,3870
91103871,91103871,7-Aug-95,1742445009,3871
91103872,91103872,8-Aug-95,1742445010,3872
91103873,91103873,9-Aug-95,1742445011,3873
91103874,91103874,10-Aug-95,1742445012,3874
91103875,91103875,11-Aug-95,1742445013,3875
91103876,91103876,12-Aug-95,1742445014,3876
91103877,91103877,13-Aug-95,1742445015,3877
91103878,91103878,14-Aug-95,1742445016,3878
91103879,91103879,15-Aug-95,1742445017,3879
91103880,91103880,16-Aug-95,1742445018,3880
91103881,91103881,17-Aug-95,1742445019,3881
91103882,91103882,18-Aug-95,1742445020,3882
91103883,91103883,19-Aug-95,1742445021,3883
91103884,91103884,20-Aug-95,1742445022,3884
91103885,91103885,21-Aug-95,1742445023,3885
91103886,91103886,22-Aug-95,1742445024,3886
91103887,91103887,23-Aug-95,1742445025,3887
91103888,91103888,24-Aug-95,1742445026,3888
91103889,91103889,25-Aug-95,1742445027,3889
91103890,91103890,26-Aug-95,1742445028,3890
91103891,91103891,27-Aug-95,1742445029,3891
91103892,91103892,28-Aug-95,1742445030,3892
91103893,91103893,29-Aug-95,1742445031,3893
91103894,91103894,30-Aug-95,1742445032,3894
91103895,91103895,31-Aug-95,1742445033,3895
91103896,91103896,1-Sep-95,1742445034,3896
91103897,91103897,2-Sep-95,1742445035,3897
91103898,91103898,3-Sep-95,1742445036,3898
91103899,91103899,4-Sep-95,1742445037,3899
91103900,91103900,5-Sep-95,1742445038,3900
91103901,91103901,6-Sep-95,1742445039,3901
91103902,91103902,7-Sep-95,1742445040,3902
91103903,91103903,8-Sep-95,1742445041,3903
91103904,91103904,9-Sep-95,1742445042,3904
91103905,91103905,10-Sep-95,1742445043,3905
91103906,91103906,11-Sep-95,1742445044,3906
91103907,91103907,12-Sep-95,1742445045,3907
91103908,91103908,13-Sep-95,1742445046,3908
91103909,91103909,14-Sep-95,1742445047,3909
91103910,91103910,15-Sep-95,1742445048,3910
91103911,91103911,16-Sep-95,1742445049,3911
91103912,91103912,17-Sep-95,1742445050,3912
91103913,91103913,18-Sep-95,1742445051,3913
91103914,91103914,19-Sep-95,1742445052,3914
91103915,91103915,20-Sep-95,1742445053,3915
91103916,91103916,21-Sep-95,1742445054,3916
91103917,91103917,22-Sep-95,1742445055,3917
91103918,91103918,23-Sep-95,1742445056,3918
91103919,91103919,24-Sep-95,1742445057,3919
91103920,91103920,25-Sep-95,1742445058,3920
91103921,91103921,26-Sep-95,1742445059,3921
91103922,91103922,27-Sep-95,1742445060,3922
91103923,91103923,28-Sep-95,1742445061,3923
91103924,91103924,29-Sep-95,1742445062,3924
91103925,91103925,30-Sep-95,1742445063,3925
91103926,91103926,1-Oct-95,1742445064,3926
91103927,91103927,2-Oct-95,1742445065,3927
91103928,91103928,3-Oct-95,1742445066,3928
91103929,91103929,4-Oct-95,1742445067,3929
91103930,91103930,5-Oct-95,1742445068,3930
91103931,91103931,6-Oct-95,1742445069,3931
91103932,91103932,7-Oct-95,1742445070,3932
91103933,91103933,8-Oct-95,1742445071,3933
91103934,91103934,9-Oct-95,1742445072,3934
91103935,91103935,10-Oct-95,1742445073,3935
91103936,91103936,11-Oct-95,1742445074,3936
91103937,91103937,12-Oct-95,1742445075,3937
91103938,91103938,13-Oct-95,1742445076,3938
91103939,91103939,14-Oct-95,1742445077,3939
91103940,91103940,15-Oct-95,1742445078,3940
91103941,91103941,16-Oct-95,1742445079,3941
91103942,91103942,17-Oct-95,1742445080,3942
91103943,91103943,18-Oct-95,1742445081,3943
91103944,91103944,19-Oct-95,1742445082,3944
91103945,91103945,20-Oct-95,1742445083,3945
91103946,91103946,21-Oct-95,1742445084,3946
91103947,91103947,22-Oct-95,1742445085,3947
91103948,91103948,23-Oct-95,1742445086,3948
91103949,91103949,24-Oct-95,1742445087,3949
91103950,91103950,25-Oct-95,1742445088,3950
91103951,91103951,26-Oct-95,1742445089,3951
91103952,91103952,27-Oct-95,1742445090,3952
91103953,91103953,28-Oct-95,1742445091,3953
91103954,91103954,29-Oct-95,1742445092,3954
91103955,91103955,30-Oct-95,1742445093,3955
91103956,91103956,31-Oct-95,1742445094,3956
91103957,91103957,1-Nov-95,1742445095,3957
91103958,91103958,2-Nov-95,1742445096,3958
91103959,91103959,3-Nov-95,1742445097,3959
91103960,91103960,4-Nov-95,1742445098,3960
91103961,91103961,5-Nov-95,1742445099,3961
91103962,91103962,6-Nov-95,1742445100,3962
91103963,91103963,7-Nov-95,1742445101,3963
91103964,91103964,8-Nov-95,1742445102,3964
91103965,91103965,9-Nov-95,1742445103,3965
91103966,91103966,10-Nov-95,1742445104,3966
91103967,91103967,11-Nov-95,1742445105,3967
91103968,91103968,12-Nov-95,1742445106,3968
91103969,91103969,13-Nov-95,1742445107,3969
91103970,91103970,14-Nov-95,1742445108,3970
91103971,91103971,15-Nov-95,1742445109,3971
91103972,91103972,16-Nov-95,1742445110,3972
91103973,91103973,17-Nov-95,1742445111,3973
91103974,91103974,18-Nov-95,1742445112,3974
91103975,91103975,19-Nov-95,1742445113,3975
91103976,91103976,20-Nov-95,1742445114,3976
91103977,91103977,21-Nov-95,1742445115,3977
91103978,91103978,22-Nov-95,1742445116,3978
91103979,91103979,23-Nov-95,1742445117,3979
91103980,91103980,24-Nov-95,1742445118,3980
91103981,91103981,25-Nov-95,1742445119,3981
91103982,91103982,26-Nov-95,1742445120,3982
91103983,91103983,27-Nov-95,1742445121,3983
91103984,91103984,28-Nov-95,1742445122,3984
91103985,91103985,29-Nov-95,1742445123,3985
91103986,91103986,30-Nov-95,1742445124,3986
91103987,91103987,1-Dec-95,1742445125,3987
91103988,91103988,2-Dec-95,1742445126,3988
91103989,91103989,3-Dec-95,1742445127,3989
91103990,91103990,4-Dec-95,1742445128,3990
91103991,91103991,5-Dec-95,1742445129,3991
91103992,91103992,6-Dec-95,1742445130,3992
91103993,91103993,7-Dec-95,1742445131,3993
91103994,91103994,8-Dec-95,1742445132,3994
91103995,91103995,9-Dec-95,1742445133,3995
91103996,91103996,10-Dec-95,1742445134,3996
91103997,91103997,11-Dec-95,1742445135,3997
91103998,91103998,12-Dec-95,1742445136,3998
91103999,91103999,13-Dec-95,1742445137,3999
91104000,91104000,14-Dec-95,1742445138,4000
91104001,91104001,15-Dec-95,1742445139,4001
91104002,91104002,16-Dec-95,1742445140,4002
91104003,91104003,17-Dec-95,1742445141,4003
91104004,91104004,18-Dec-95,1742445142,4004
91104005,91104005,19-Dec-95,1742445143,4005
91104006,91104006,20-Dec-95,1742445144,4006
91104007,91104007,21-Dec-95,1742445145,4007
91104008,91104008,22-Dec-95,1742445146,4008
91104009,91104009,23-Dec-95,1742445147,4009
91104010,91104010,24-Dec-95,1742445148,4010
91104011,91104011,25-Dec-95,1742445149,4011
91104012,91104012,26-Dec-95,1742445150,4012
91104013,91104013,27-Dec-95,1742445151,4013
91104014,91104014,28-Dec-95,1742445152,4014
91104015,91104015,29-Dec-95,1742445153,4015
91104016,91104016,30-Dec-95,1742445154,4016
91104017,91104017,31-Dec-95,1742445155,4017
91104018,91104018,1-Jan-96,1742445156,4018
91104019,91104019,2-Jan-96,1742445157,4019
91104020,91104020,3-Jan-96,1742445158,4020
91104021,91104021,4-Jan-96,1742445159,4021
91104022,91104022,5-Jan-96,1742445160,4022
91104023,91104023,6-Jan-96,1742445161,4023
91104024,91104024,7-Jan-96,1742445162,4024
91104025,91104025,8-Jan-96,1742445163,4025
91104026,91104026,9-Jan-96,1742445164,4026
91104027,91104027,10-Jan-96,1742445165,4027
91104028,91104028,11-Jan-96,1742445166,4028
91104029,91104029,12-Jan-96,1742445167,4029
91104030,91104030,13-Jan-96,1742445168,4030
91104031,91104031,14-Jan-96,1742445169,4031
91104032,91104032,15-Jan-96,1742445170,4032
91104033,91104033,16-Jan-96,1742445171,4033
91104034,91104034,17-Jan-96,1742445172,4034
91104035,91104035,18-Jan-96,1742445173,4035
91104036,91104036,19-Jan-96,1742445174,4036
91104037,91104037,20-Jan-96,1742445175,4037
91104038,91104038,21-Jan-96,1742445176,4038
91104039,91104039,22-Jan-96,1742445177,4039
91104040,91104040,23-Jan-96,1742445178,4040
91104041,91104041,24-Jan-96,1742445179,4041
91104042,91104042,25-Jan-96,1742445180,4042
91104043,91104043,26-Jan-96,1742445181,4043
91104044,91104044,27-Jan-96,1742445182,4044
91104045,91104045,28-Jan-96,1742445183,4045
91104046,91104046,29-Jan-96,1742445184,4046
91104047,91104047,30-Jan-96,1742445185,4047
91104048,91104048,31-Jan-96,1742445186,4048
91104049,91104049,1-Feb-96,1742445187,4049
91104050,91104050,2-Feb-96,1742445188,4050
91104051,91104051,3-Feb-96,1742445189,4051
91104052,91104052,4-Feb-96,1742445190,4052
91104053,91104053,5-Feb-96,1742445191,4053
91104054,91104054,6-Feb-96,1742445192,4054
91104055,91104055,7-Feb-96,1742445193,4055
91104056,91104056,8-Feb-96,1742445194,4056
91104057,91104057,9-Feb-96,1742445195,4057
91104058,91104058,10-Feb-96,1742445196,4058
91104059,91104059,11-Feb-96,1742445197,4059
91104060,91104060,12-Feb-96,1742445198,4060
91104061,91104061,13-Feb-96,1742445199,4061
91104062,91104062,14-Feb-96,1742445200,4062
91104063,91104063,15-Feb-96,1742445201,4063
91104064,91104064,16-Feb-96,1742445202,4064
91104065,91104065,17-Feb-96,1742445203,4065
91104066,91104066,18-Feb-96,1742445204,4066
91104067,91104067,19-Feb-96,1742445205,4067
91104068,91104068,20-Feb-96,1742445206,4068
91104069,91104069,21-Feb-96,1742445207,4069
91104070,91104070,22-Feb-96,1742445208,4070
91104071,91104071,23-Feb-96,1742445209,4071
91104072,91104072,24-Feb-96,1742445210,4072
91104073,91104073,25-Feb-96,1742445211,4073
91104074,91104074,26-Feb-96,1742445212,4074
91104075,91104075,27-Feb-96,1742445213,4075
91104076,91104076,28-Feb-96,1742445214,4076
91104077,91104077,29-Feb-96,1742445215,4077
91104078,91104078,1-Mar-96,1742445216,4078
91104079,91104079,2-Mar-96,1742445217,4079
91104080,91104080,3-Mar-96,1742445218,4080
91104081,91104081,4-Mar-96,1742445219,4081
91104082,91104082,5-Mar-96,1742445220,4082
91104083,91104083,6-Mar-96,1742445221,4083
91104084,91104084,7-Mar-96,1742445222,4084
91104085,91104085,8-Mar-96,1742445223,4085
91104086,91104086,9-Mar-96,1742445224,4086
91104087,91104087,10-Mar-96,1742445225,4087
91104088,91104088,11-Mar-96,1742445226,4088
91104089,91104089,12-Mar-96,1742445227,4089
91104090,91104090,13-Mar-96,1742445228,4090
91104091,91104091,14-Mar-96,1742445229,4091
91104092,91104092,15-Mar-96,1742445230,4092
91104093,91104093,16-Mar-96,1742445231,4093
91104094,91104094,17-Mar-96,1742445232,4094
91104095,91104095,18-Mar-96,1742445233,4095
91104096,91104096,19-Mar-96,1742445234,4096
91104097,91104097,20-Mar-96,1742445235,4097
91104098,91104098,21-Mar-96,1742445236,4098
91104099,91104099,22-Mar-96,1742445237,4099
91104100,91104100,23-Mar-96,1742445238,4100
91104101,91104101,24-Mar-96,1742445239,4101
91104102,91104102,25-Mar-96,1742445240,4102
91104103,91104103,26-Mar-96,1742445241,4103
91104104,91104104,27-Mar-96,1742445242,4104
91104105,91104105,28-Mar-96,1742445243,4105
91104106,91104106,29-Mar-96,1742445244,4106
91104107,91104107,30-Mar-96,1742445245,4107
91104108,91104108,31-Mar-96,1742445246,4108
91104109,91104109,1-Apr-96,1742445247,4109
91104110,91104110,2-Apr-96,1742445248,4110
91104111,91104111,3-Apr-96,1742445249,4111
91104112,91104112,4-Apr-96,1742445250,4112
91104113,91104113,5-Apr-96,1742445251,4113
91104114,91104114,6-Apr-96,1742445252,4114
91104115,91104115,7-Apr-96,1742445253,4115
91104116,91104116,8-Apr-96,1742445254,4116
91104117,91104117,9-Apr-96,1742445255,4117
91104118,91104118,10-Apr-96,1742445256,4118
91104119,91104119,11-Apr-96,1742445257,4119
91104120,91104120,12-Apr-96,1742445258,4120
91104121,91104121,13-Apr-96,1742445259,4121
91104122,91104122,14-Apr-96,1742445260,4122
91104123,91104123,15-Apr-96,1742445261,4123
91104124,91104124,16-Apr-96,1742445262,4124
91104125,91104125,17-Apr-96,1742445263,4125
91104126,91104126,18-Apr-96,1742445264,4126
91104127,91104127,19-Apr-96,1742445265,4127
91104128,91104128,20-Apr-96,1742445266,4128
91104129,91104129,21-Apr-96,1742445267,4129
91104130,91104130,22-Apr-96,1742445268,4130
91104131,91104131,23-Apr-96,1742445269,4131
91104132,91104132,24-Apr-96,1742445270,4132
91104133,91104133,25-Apr-96,1742445271,4133
91104134,91104134,26-Apr-96,1742445272,4134
91104135,91104135,27-Apr-96,1742445273,4135
91104136,91104136,28-Apr-96,1742445274,4136
91104137,91104137,29-Apr-96,1742445275,4137
91104138,91104138,30-Apr-96,1742445276,4138
91104139,91104139,1-May-96,1742445277,4139
91104140,91104140,2-May-96,1742445278,4140
91104141,91104141,3-May-96,1742445279,4141
91104142,91104142,4-May-96,1742445280,4142
91104143,91104143,5-May-96,1742445281,4143
91104144,91104144,6-May-96,1742445282,4144
91104145,91104145,7-May-96,1742445283,4145
91104146,91104146,8-May-96,1742445284,4146
91104147,91104147,9-May-96,1742445285,4147
91104148,91104148,10-May-96,1742445286,4148
91104149,91104149,11-May-96,1742445287,4149
91104150,91104150,12-May-96,1742445288,4150
91104151,91104151,13-May-96,1742445289,4151
91104152,91104152,14-May-96,1742445290,4152
91104153,91104153,15-May-96,1742445291,4153
91104154,91104154,16-May-96,1742445292,4154
91104155,91104155,17-May-96,1742445293,4155
91104156,91104156,18-May-96,1742445294,4156
91104157,91104157,19-May-96,1742445295,4157
91104158,91104158,20-May-96,1742445296,4158
91104159,91104159,21-May-96,1742445297,4159
91104160,91104160,22-May-96,1742445298,4160
91104161,91104161,23-May-96,1742445299,4161
91104162,91104162,24-May-96,1742445300,4162
91104163,91104163,25-May-96,1742445301,4163
91104164,91104164,26-May-96,1742445302,4164
91104165,91104165,27-May-96,1742445303,4165
91104166,91104166,28-May-96,1742445304,4166
91104167,91104167,29-May-96,1742445305,4167
91104168,91104168,30-May-96,1742445306,4168
91104169,91104169,31-May-96,1742445307,4169
91104170,91104170,1-Jun-96,1742445308,4170
91104171,91104171,2-Jun-96,1742445309,4171
91104172,91104172,3-Jun-96,1742445310,4172
91104173,91104173,4-Jun-96,1742445311,4173
91104174,91104174,5-Jun-96,1742445312,4174
91104175,91104175,6-Jun-96,1742445313,4175
91104176,91104176,7-Jun-96,1742445314,4176
91104177,91104177,8-Jun-96,1742445315,4177
91104178,91104178,9-Jun-96,1742445316,4178
91104179,91104179,10-Jun-96,1742445317,4179
91104180,91104180,11-Jun-96,1742445318,4180
91104181,91104181,12-Jun-96,1742445319,4181
91104182,91104182,13-Jun-96,1742445320,4182
91104183,91104183,14-Jun-96,1742445321,4183
91104184,91104184,15-Jun-96,1742445322,4184
91104185,91104185,16-Jun-96,1742445323,4185
91104186,91104186,17-Jun-96,1742445324,4186
91104187,91104187,18-Jun-96,1742445325,4187
91104188,91104188,19-Jun-96,1742445326,4188
91104189,91104189,20-Jun-96,1742445327,4189
91104190,91104190,21-Jun-96,1742445328,4190
91104191,91104191,22-Jun-96,1742445329,4191
91104192,91104192,23-Jun-96,1742445330,4192
91104193,91104193,24-Jun-96,1742445331,4193
91104194,91104194,25-Jun-96,1742445332,4194
91104195,91104195,26-Jun-96,1742445333,4195
91104196,91104196,27-Jun-96,1742445334,4196
91104197,91104197,28-Jun-96,1742445335,4197
91104198,91104198,29-Jun-96,1742445336,4198
91104199,91104199,30-Jun-96,1742445337,4199
91104200,91104200,1-Jul-96,1742445338,4200
91104201,91104201,2-Jul-96,1742445339,4201
91104202,91104202,3-Jul-96,1742445340,4202
91104203,91104203,4-Jul-96,1742445341,4203
91104204,91104204,5-Jul-96,1742445342,4204
91104205,91104205,6-Jul-96,1742445343,4205
91104206,91104206,7-Jul-96,1742445344,4206
91104207,91104207,8-Jul-96,1742445345,4207
91104208,91104208,9-Jul-96,1742445346,4208
91104209,91104209,10-Jul-96,1742445347,4209
91104210,91104210,11-Jul-96,1742445348,4210
91104211,91104211,12-Jul-96,1742445349,4211
91104212,91104212,13-Jul-96,1742445350,4212
91104213,91104213,14-Jul-96,1742445351,4213
91104214,91104214,15-Jul-96,1742445352,4214
91104215,91104215,16-Jul-96,1742445353,4215
91104216,91104216,17-Jul-96,1742445354,4216
91104217,91104217,18-Jul-96,1742445355,4217
91104218,91104218,19-Jul-96,1742445356,4218
91104219,91104219,20-Jul-96,1742445357,4219
91104220,91104220,21-Jul-96,1742445358,4220
91104221,91104221,22-Jul-96,1742445359,4221
91104222,91104222,23-Jul-96,1742445360,4222
91104223,91104223,24-Jul-96,1742445361,4223
91104224,91104224,25-Jul-96,1742445362,4224
91104225,91104225,26-Jul-96,1742445363,4225
91104226,91104226,27-Jul-96,1742445364,4226
91104227,91104227,28-Jul-96,1742445365,4227
91104228,91104228,29-Jul-96,1742445366,4228
91104229,91104229,30-Jul-96,1742445367,4229
91104230,91104230,31-Jul-96,1742445368,4230
91104231,91104231,1-Aug-96,1742445369,4231
91104232,91104232,2-Aug-96,1742445370,4232
91104233,91104233,3-Aug-96,1742445371,4233
91104234,91104234,4-Aug-96,1742445372,4234
91104235,91104235,5-Aug-96,1742445373,4235
91104236,91104236,6-Aug-96,1742445374,4236
91104237,91104237,7-Aug-96,1742445375,4237
91104238,91104238,8-Aug-96,1742445376,4238
91104239,91104239,9-Aug-96,1742445377,4239
91104240,91104240,10-Aug-96,1742445378,4240
91104241,91104241,11-Aug-96,1742445379,4241
91104242,91104242,12-Aug-96,1742445380,4242
91104243,91104243,13-Aug-96,1742445381,4243
91104244,91104244,14-Aug-96,1742445382,4244
91104245,91104245,15-Aug-96,1742445383,4245
91104246,91104246,16-Aug-96,1742445384,4246
91104247,91104247,17-Aug-96,1742445385,4247
91104248,91104248,18-Aug-96,1742445386,4248
91104249,91104249,19-Aug-96,1742445387,4249
91104250,91104250,20-Aug-96,1742445388,4250
91104251,91104251,21-Aug-96,1742445389,4251
91104252,91104252,22-Aug-96,1742445390,4252
91104253,91104253,23-Aug-96,1742445391,4253
91104254,91104254,24-Aug-96,1742445392,4254
91104255,91104255,25-Aug-96,1742445393,4255
91104256,91104256,26-Aug-96,1742445394,4256
91104257,91104257,27-Aug-96,1742445395,4257
91104258,91104258,28-Aug-96,1742445396,4258
91104259,91104259,29-Aug-96,1742445397,4259
91104260,91104260,30-Aug-96,1742445398,4260
91104261,91104261,31-Aug-96,1742445399,4261
91104262,91104262,1-Sep-96,1742445400,4262
91104263,91104263,2-Sep-96,1742445401,4263
91104264,91104264,3-Sep-96,1742445402,4264
91104265,91104265,4-Sep-96,1742445403,4265
91104266,91104266,5-Sep-96,1742445404,4266
91104267,91104267,6-Sep-96,1742445405,4267
91104268,91104268,7-Sep-96,1742445406,4268
91104269,91104269,8-Sep-96,1742445407,4269
91104270,91104270,9-Sep-96,1742445408,4270
91104271,91104271,10-Sep-96,1742445409,4271
91104272,91104272,11-Sep-96,1742445410,4272
91104273,91104273,12-Sep-96,1742445411,4273
91104274,91104274,13-Sep-96,1742445412,4274
91104275,91104275,14-Sep-96,1742445413,4275
91104276,91104276,15-Sep-96,1742445414,4276
91104277,91104277,16-Sep-96,1742445415,4277
91104278,91104278,17-Sep-96,1742445416,4278
91104279,91104279,18-Sep-96,1742445417,4279
91104280,91104280,19-Sep-96,1742445418,4280
91104281,91104281,20-Sep-96,1742445419,4281
91104282,91104282,21-Sep-96,1742445420,4282
91104283,91104283,22-Sep-96,1742445421,4283
91104284,91104284,23-Sep-96,1742445422,4284
91104285,91104285,24-Sep-96,1742445423,4285
91104286,91104286,25-Sep-96,1742445424,4286
91104287,91104287,26-Sep-96,1742445425,4287
91104288,91104288,27-Sep-96,1742445426,4288
91104289,91104289,28-Sep-96,1742445427,4289
91104290,91104290,29-Sep-96,1742445428,4290
91104291,91104291,30-Sep-96,1742445429,4291
91104292,91104292,1-Oct-96,1742445430,4292
91104293,91104293,2-Oct-96,1742445431,4293
91104294,91104294,3-Oct-96,1742445432,4294
91104295,91104295,4-Oct-96,1742445433,4295
91104296,91104296,5-Oct-96,1742445434,4296
91104297,91104297,6-Oct-96,1742445435,4297
91104298,91104298,7-Oct-96,1742445436,4298
91104299,91104299,8-Oct-96,1742445437,4299
91104300,91104300,9-Oct-96,1742445438,4300
91104301,91104301,10-Oct-96,1742445439,4301
91104302,91104302,11-Oct-96,1742445440,4302
91104303,91104303,12-Oct-96,1742445441,4303
91104304,91104304,13-Oct-96,1742445442,4304
91104305,91104305,14-Oct-96,1742445443,4305
91104306,91104306,15-Oct-96,1742445444,4306
91104307,91104307,16-Oct-96,1742445445,4307
